tipo_cruzamento,cidade,radar_leman_id,radar_leman_area_m2,radar_leman_link,concorrencia_agencia,concorrencia_url,concorrencia_area_m2,diferenca_area_pct,divisoes_compativeis,radar_leman_endereco,radar_leman_surface_m2,radar_leman_surface_terrain_m2,radar_leman_nb_pieces,concorrencia_superficie_m2,concorrencia_superficie_terreno_m2,concorrencia_num_divisoes,diferenca_habitavel_pct,diferenca_terreno_pct,bate_por
terreno_livre,Thonon-les-Bains,74281000AQ0226,948.0,"https://www.google.com/maps?q=46.359852,6.485909",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/13161135686/,953.0,0.52,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0180,705.0,"https://www.google.com/maps?q=46.368642,6.462449",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0180,705.0,"https://www.google.com/maps?q=46.368642,6.462449",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0180,705.0,"https://www.google.com/maps?q=46.368642,6.462449",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0180,705.0,"https://www.google.com/maps?q=46.368642,6.462449",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0180,705.0,"https://www.google.com/maps?q=46.368642,6.462449",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0813,700.0,"https://www.google.com/maps?q=46.367995,6.463827",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0813,700.0,"https://www.google.com/maps?q=46.367995,6.463827",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0813,700.0,"https://www.google.com/maps?q=46.367995,6.463827",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0813,700.0,"https://www.google.com/maps?q=46.367995,6.463827",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BN0813,700.0,"https://www.google.com/maps?q=46.367995,6.463827",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0130,700.0,"https://www.google.com/maps?q=46.379814,6.486436",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0130,700.0,"https://www.google.com/maps?q=46.379814,6.486436",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0130,700.0,"https://www.google.com/maps?q=46.379814,6.486436",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0130,700.0,"https://www.google.com/maps?q=46.379814,6.486436",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0130,700.0,"https://www.google.com/maps?q=46.379814,6.486436",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AS0235,699.0,"https://www.google.com/maps?q=46.358945,6.484247",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.14,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AS0235,699.0,"https://www.google.com/maps?q=46.358945,6.484247",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.14,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AS0235,699.0,"https://www.google.com/maps?q=46.358945,6.484247",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.14,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AS0235,699.0,"https://www.google.com/maps?q=46.358945,6.484247",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.14,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AS0235,699.0,"https://www.google.com/maps?q=46.358945,6.484247",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.14,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Z0215,697.0,"https://www.google.com/maps?q=46.386354,6.490571",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.43,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Z0215,697.0,"https://www.google.com/maps?q=46.386354,6.490571",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.43,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Z0215,697.0,"https://www.google.com/maps?q=46.386354,6.490571",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.43,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Z0215,697.0,"https://www.google.com/maps?q=46.386354,6.490571",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.43,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Z0215,697.0,"https://www.google.com/maps?q=46.386354,6.490571",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.43,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AB0677,696.0,"https://www.google.com/maps?q=46.385248,6.496493",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AB0677,696.0,"https://www.google.com/maps?q=46.385248,6.496493",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AB0677,696.0,"https://www.google.com/maps?q=46.385248,6.496493",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AB0677,696.0,"https://www.google.com/maps?q=46.385248,6.496493",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AB0677,696.0,"https://www.google.com/maps?q=46.385248,6.496493",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Y0417,696.0,"https://www.google.com/maps?q=46.383840,6.493781",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Y0417,696.0,"https://www.google.com/maps?q=46.383840,6.493781",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Y0417,696.0,"https://www.google.com/maps?q=46.383840,6.493781",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Y0417,696.0,"https://www.google.com/maps?q=46.383840,6.493781",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000Y0417,696.0,"https://www.google.com/maps?q=46.383840,6.493781",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.57,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BI0312,695.0,"https://www.google.com/maps?q=46.357281,6.455329",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BI0312,695.0,"https://www.google.com/maps?q=46.357281,6.455329",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BI0312,695.0,"https://www.google.com/maps?q=46.357281,6.455329",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BI0312,695.0,"https://www.google.com/maps?q=46.357281,6.455329",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000BI0312,695.0,"https://www.google.com/maps?q=46.357281,6.455329",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.71,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AM0093,694.0,"https://www.google.com/maps?q=46.360391,6.494954",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,0.86,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AM0093,694.0,"https://www.google.com/maps?q=46.360391,6.494954",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,0.86,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AM0093,694.0,"https://www.google.com/maps?q=46.360391,6.494954",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,0.86,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AM0093,694.0,"https://www.google.com/maps?q=46.360391,6.494954",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,0.86,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,74281000AM0093,694.0,"https://www.google.com/maps?q=46.360391,6.494954",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,0.86,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0735,693.0,"https://www.google.com/maps?q=46.381766,6.488915",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236910189/,700.0,1.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0735,693.0,"https://www.google.com/maps?q=46.381766,6.488915",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236922377/,700.0,1.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0735,693.0,"https://www.google.com/maps?q=46.381766,6.488915",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236871000/,700.0,1.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0735,693.0,"https://www.google.com/maps?q=46.381766,6.488915",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236926397/,700.0,1.0,,,,,,,,,,,
terreno_livre,Thonon-les-Bains,742810000V0735,693.0,"https://www.google.com/maps?q=46.381766,6.488915",CENTURY 21 Chablais-Léman Thonon,https://www.century21-chablais-leman-thonon.com/trouver_logement/detail/10236895467/,700.0,1.0,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AV0666,564.0,"https://www.google.com/maps?q=46.390006,6.572387",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274237317/,561.0,0.53,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AV0666,564.0,"https://www.google.com/maps?q=46.390006,6.572387",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274306251/,561.0,0.53,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AE0471,560.0,"https://www.google.com/maps?q=46.395822,6.582279",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274237317/,561.0,0.18,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AE0471,560.0,"https://www.google.com/maps?q=46.395822,6.582279",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274306251/,561.0,0.18,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AM0430,559.0,"https://www.google.com/maps?q=46.402007,6.610865",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274237317/,561.0,0.36,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AM0430,559.0,"https://www.google.com/maps?q=46.402007,6.610865",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274306251/,561.0,0.36,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AL0430,558.0,"https://www.google.com/maps?q=46.399183,6.603559",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274237317/,561.0,0.53,,,,,,,,,,,
terreno_livre,Évian-les-Bains,74119000AL0430,558.0,"https://www.google.com/maps?q=46.399183,6.603559",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15274306251/,561.0,0.53,,,,,,,,,,,
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.365992,6.50191",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,,,,"1 Chemin du Pré des Moines, 74200 Thonon-les-Bains",120.0,1083.0,6.0,117.79,,,1.84,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.362401,6.481142",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-5-pieces-52577830,,,True,"16 Avenue de la Patinerie, 74200 Thonon-les-Bains",90.0,1068.0,5.0,88.0,,5.0,2.22,,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.402873,6.611493",Leman Property Évian,https://www.leman-property.com/vente/maison/evian-les-bains/cottage-entierement-renove-dans-un-quartier-devian-tres-prise/,,,,"33 Avenue De Grande - Rive - Rd 1005, 74500 Évian-les-Bains",160.0,535.0,8.0,161.0,,,0.62,,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.396087,6.58193",Leman Property Évian,https://www.leman-property.com/vente/maison/evian-les-bains/cottage-entierement-renove-dans-un-quartier-devian-tres-prise/,,,,"36 Avenue De Larringes, 74500 Évian-les-Bains",157.0,697.0,8.0,161.0,,,2.48,,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.396201,6.581991",Leman Property Évian,https://www.leman-property.com/vente/maison/evian-les-bains/cottage-entierement-renove-dans-un-quartier-devian-tres-prise/,,,,"23 Avenue De Larringes, 74500 Évian-les-Bains",157.0,985.0,8.0,161.0,,,2.48,,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.395675,6.584021",Leman Property Évian,https://www.leman-property.com/vente/maison/evian-les-bains/cottage-entierement-renove-dans-un-quartier-devian-tres-prise/,,,,"14 Boulevard Du Royal, 74500 Évian-les-Bains",159.0,1057.0,5.0,161.0,,,1.24,,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.40294,6.611506",Leman Property Évian,https://www.leman-property.com/vente/maison/evian-les-bains/cottage-entierement-renove-dans-un-quartier-devian-tres-prise/,,,,"6 Avenue De Grande - Rive - Rd 1005, 74500 Évian-les-Bains",160.0,592.0,8.0,161.0,,,0.62,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.387661,6.493257",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-4-pieces-52407645,,,True,"11 Chemin de la Forêt, 74200 Thonon-les-Bains",83.0,1509.0,4.0,85.0,,4.0,2.35,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.357793,6.454296",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-5-pieces-52196942,,,True,"5 Chemin des Oiseaux, 74200 Thonon-les-Bains",110.0,730.0,5.0,109.0,746.0,5.0,0.91,2.14,habitavel
casa,Évian-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.398039,6.583586",CENTURY 21 Chablais Léman Évian,https://www.century21-chablais-leman-evian.com/trouver_logement/detail/15835585450/,,,True,"14 Avenue De Larringes, 74500 Évian-les-Bains",150.0,650.0,5.0,147.0,,5.0,2.0,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.352467,6.472779",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,,,,"16 Chemin des Moulins de la Versoie, 74200 Thonon-les-Bains",116.0,1221.0,5.0,117.79,,,1.52,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.362363,6.480944",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-5-pieces-52577830,,,True,"13 Avenue de la Patinerie, 74200 Thonon-les-Bains",90.0,562.0,5.0,88.0,,5.0,2.22,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.366062,6.461779",Leman Property Thonon,https://www.leman-property.com/vente/maison/thonon-les-bains/thonon-les-bains-pieds-dans-leau-ponton-prive-et-bouee-a-bateau/,,,,"35 Chemin de Mireille, 74200 Thonon-les-Bains",100.0,1188.0,4.0,100.0,,,0.0,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.373187,6.472732",Laforêt Thonon-Évian,https://www.laforet.com/agence-immobiliere/thonon-evian/acheter/thonon-les-bains/maison-7-pieces-52813436,,,,"15 Chemin des Clerges, 74200 Thonon-les-Bains",,1075.0,,160.0,1085.0,7.0,,0.92,terreno
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.372644,6.474213",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,,,,"3 Avenue de Corzent, 74200 Thonon-les-Bains",115.0,467.0,5.0,117.79,,,2.37,,habitavel
casa,Thonon-les-Bains,,,"https://www.google.com/maps/search/?api=1&query=46.372572,6.474286",Agence Barnoud Thonon,https://www.barnoud-immobilier.fr/vente/74-haute-savoie/1-thonon-les-bains/1-maison/t6/11010-le-confort-d-une-maison-contemporaine-aux-portes-du-lac-leman/,,,,"2 Avenue de Corzent, 74200 Thonon-les-Bains",115.0,30.0,5.0,117.79,,,2.37,,habitavel
